SITE_ID,LATITUDE,LONGITUDE,NAME,STATE,LICENSING_AREA_ID,POSTCODE,SITE_PRECISION,ELEVATION,HCIS_L2
303719,-37.81354,144.957381,Vodafone Microcell Cnr Lonsdale & William Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303721,-37.810472,144.961305,Vodafone Microcell cnr La Trobe & Elizabeth Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303723,-37.815721,144.958411,Vodafone Microcell Cnr Bourke & William Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303726,-37.815359,144.966669,Vodafone Microcell Cnr Collins & Swanston Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303728,-37.809216,144.982546,Vodafone Microcell Cnr Victoria & Smith Streets EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303729,-37.824907,144.988424,Vodafone Microcell Cnr Punt Road & Swan Street EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303731,-37.835011,144.971219,Vodafone Microcell Cnr Kings Way & Albert Street MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303732,-37.820039,144.965779,Vodafone Microcell Southbank Promenade SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303760,-37.805879,144.950561,9 Roden St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303799,-37.818286,144.967088,Platform 4 & 5 Flinders St Station MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303820,-37.836245,144.97381,1 Queens Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
303833,-37.842097,144.939672,Cnr Bay & Rouse Sts PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303842,-37.824295,144.930215,Turner St near Citylink Overpass PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303844,-37.806321,144.955274,Vodafone Site 350 Victoria St NORTH MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303845,-37.828115,144.964796,55 Southbank Boulevard SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303846,-37.813636,144.9655,Microcell Cnr Bourke & Swanston Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303847,-37.812044,144.97036,Microcell Cnr Bourke & Exhibition Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303848,-37.830024,144.971026,Vodafone Site 324 St Kilda Rd MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303852,-37.813282,144.973711,Microcell Cnr Spring & MacArthur Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303854,-37.817172,144.989804,Microcell Cnr Hoddle & Bridge Streets EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
303861,-37.816431,144.966628,226 Flinders Lane MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303879,-37.824205,144.931763,196 Turner St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303920,-37.810607,144.968604,123 Lonsdale Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303932,-37.817645,144.952394,Spencer Street Railway Station MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303943,-37.821087,144.921,Citiport Building 650 Lorimer Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303976,-37.798112,144.937344,Telstra Site 2-52 Gracie St NORTH MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
303978,-37.795318,144.93927,Telstra Site cnr Boundary Rd & Macaulay St NORTH MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
303979,-37.843158,144.938506,Telstra Site cnr Beaconsfield Pde & Bay St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303981,-37.812612,144.9439,Telstra Site cnr Footscray & Dudley Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303983,-37.845321,144.943673,Telstra Site cnr Beaconsfield Pde & Pickles St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
303984,-37.80711,144.9467,Telstra Site West cnr of Spencer & Hawke Sts MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303985,-37.81089,144.948492,Telstra Site cnr Dudley & Adderley Sts WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303986,-37.82576,144.948534,Telstra Site Carpark Montague St near Westgate Freeway on Ramp MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303987,-37.805315,144.949214,Telstra Site cnr King & Hawke Sts NORTH MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
303989,-37.815673,144.954039,Telstra Site Little Bourke St b/n King & Spencer Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303991,-37.817588,144.955349,Telstra Site Lt Collins St b/n Spencer & King St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303992,-37.813005,144.956158,Telstra Site Little Lonsdale St b/n William & King Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303993,-37.819496,144.956206,Telstra Site Flinders Lane b/n Spencer & King Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303994,-37.805893,144.956581,Telstra Site cnr Victoria & Peel Sts NORTH MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
303995,-37.818695,144.956796,Telstra Site 555 Collins St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
303996,-37.836719,144.956866,Telstra Site cnr Ferrars & Park Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
303999,-37.814208,144.957942,Telstra Site cnr Church Lane & Little Collins St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304000,-37.809586,144.957992,Telstra Site cnr Queen & Franklin Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304001,-37.82766,144.95789,Telstra Site cnr City Rd & Clarendon St MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304002,-37.818993,144.958491,Telstra Site Flinders Lane b/n William & King Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304003,-37.810166,144.958735,MDF Room (Basement) 350 Queen Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304005,-37.814406,144.958959,Telstra Site Little Bourke St b/n Queen & William Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304008,-37.83073,144.959645,Telstra Site cnr Clarendon & York Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304009,-37.816233,144.960385,Telstra Site Lt Collins St b/n Queen & William Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304010,-37.808038,144.960724,Telstra Site cnr Franklin & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304011,-37.810206,144.961006,Level5 300 LaTrobe Streets MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304013,-37.833093,144.96083,Telstra Site cnr Dorcas & Clarendon Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304014,-37.823367,144.961211,Telstra Site cnr Queenbridge & Power Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304017,-37.835091,144.961684,Telstra Site cnr Clarendon & Park Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304019,-37.815549,144.962562,Telstra Site Lt Collins St b/n Queen & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304020,-37.8188,144.962927,Telstra Site cnr Flinders & Queens Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304021,-37.80646,144.963266,Telstra Site cnr Swanston & Victoria Sts MELBOURNE,VIC,2,3053,Within 10 meters,,KX3P
304022,-37.810875,144.963259,Telstra Site Lt Lonsdale b/n Swanston & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304023,-37.804302,144.963552,Telstra Site cnr Queensberry & Swanston Sts MELBOURNE,VIC,2,3053,Within 10 meters,,KX3P
304024,-37.817461,144.963646,Telstra Site Flinders Lane b/n Queen & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304026,-37.812967,144.964337,Telstra SiteTelstra Site Little Bourke St b/n Swanston & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304027,-37.829543,144.963995,Telstra Site cnr Kings Way & York St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304028,-37.81234,144.964582,Telstra Site Myer Shop Lonsdale St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304032,-37.814784,144.965196,Telstra Site Lt Collins St b/n Elizabeth & Swanston Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304033,-37.818119,144.965218,Telstra Site cnr Elizabeth & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304035,-37.816783,144.966164,Telstra Site Flinders Lane between Swanston & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304038,-37.812201,144.966971,Telstra Site Lt Bourke St b/n Swanston & Russell Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304042,-37.823474,144.967457,Telstra Site cnr Southbank Blvd & Sturt St SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304043,-37.812191,144.966223,Telstra Site Lt Collins St b/n Swanston & Russell Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304046,-37.816104,144.968568,Telstra Site Flinders Lane b/n Swanston & Russell Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304047,-37.808271,144.969009,Telstra Site 321 Exhibition St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304054,-37.816674,144.970256,Telstra Site cnr Russell & Flinders Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304056,-37.815426,144.971086,Telstra Site Lt Collins St b/n Exhibition & Russell Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304059,-37.810752,144.971781,Telstra Site Lt Bourke St b/n Spring & Exhibition Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304060,-37.809041,144.971828,Level 33 Casselden Place 235 Spring Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304061,-37.832662,144.972431,Telstra Site cnr St Kilda & Domain Rds SOUTH MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304062,-37.814747,144.97349,Telstra Site Flinders Lane b/n Spring & Exhibition Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304064,-37.813517,144.973633,Telstra Site cnr Collins & Spring Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304065,-37.836921,144.973792,Telstra Site cnr Kings Way & Queens Rd SOUTH MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304067,-37.836232,144.975629,Telstra Site cnr St Kilda Rd & Kings Way MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304069,-37.843359,144.976116,Telstra Site cnr Queens Rd & Louise St SOUTH MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304071,-37.827154,144.977013,Telstra Site Victorian Government House MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304073,-37.83722,144.97834,Light pole Cnr St Kilda Rd and Slater St MELBOURNE,VIC,2,3141,Within 10 meters,,KX3P
304074,-37.841311,144.977535,Traffic Light Pole SW Cnr St Kilda Rd and Kings Way MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304075,-37.809875,144.978393,Telstra Site cnr Albert & Lansdowne Sts EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304077,-37.823036,144.978603,Telstra Site cnr Swan St & Batman Ave MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304079,-37.84361,144.980439,Light pole cnr St Kilda Road & Commercial Road MELBOURNE,VIC,2,3141,Within 10 meters,,KX3P
304080,-37.847657,144.979748,Telstra Site cnr St Kilda Rd & Moubray St MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304084,-37.81617,144.982879,Telstra Site cnr Wellington Pde & Clarendon St EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304087,-37.819535,144.984579,Telstra Site MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304089,-37.856545,144.983029,Telstra Site cnr St Kilda Rd & Fitzroy St SOUTH MELBOURNE,VIC,2,3182,Within 10 meters,,KX3P
304093,-37.827309,144.986098,Telstra Site City Link tunnels near Dodds St SOUTH MELBOURNE,VIC,2,3002,Within 10 meters,7,KX3P
304098,-37.816982,144.988196,Telstra Site cnr Wellington Pde & Vale St EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304103,-37.811139,144.989036,Telstra Site cnr Albert & Simpson Sts EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304120,-37.825621,144.998073,Telstra Site cnr Swan & Church Sts MELBOURNE,VIC,2,3121,Within 10 meters,,KX3P
304299,-37.839876,144.967404,Albert Sailing Club Aquatic Dr SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304363,-37.820744,144.955485,Hotham Hotel 2 Spencer St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304364,-37.817483,144.959445,Optus Site 454 Collins St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304365,-37.812934,144.952075,Optus Site 318-326 Spencer St MELBOURNE,VIC,2,3003,Unknown,,KX3P
304366,-37.812343,144.954135,Optus Site 450 LaTrobe St MELBOURNE,VIC,2,3003,Unknown,,KX3P
304368,-37.811533,144.972614,Optus Site 10 Bourke St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304369,-37.813573,144.973404,Optus Site 14-16 Collins St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304370,-37.815793,144.958295,Optus Site AMP Square 121 William St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304371,-37.818474,144.956805,Optus Site 539-557 Collins St MELBOURNE,VIC,2,3000,Unknown,,KX3P
304374,-37.812133,144.954905,600 - 610 Lonsdale St MELBOURNE,VIC,2,3003,Unknown,,KX3P
304377,-37.805533,144.956365,Hotel 312 Victoria St MELBOURNE,VIC,2,3051,Unknown,,KX3P
304434,-37.814395,144.963537,S/E Cnr Bourke & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304435,-37.80701,144.969043,1 Rathdowne St MELBOURNE,VIC,2,3053,Within 10 meters,,KX3P
304444,-37.816324,144.986623,100 Wellington Parade EAST MELBOURNE,VIC,2,3002,Unknown,,KX3P
304562,-37.815891,144.958861,140 William Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304563,-37.831836,144.958478,288 Coventry Street SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
304567,-37.850752,144.981539,601 St Kilda Road MELBOURNE,VIC,2,3004,Unknown,,KX3P
304568,-37.852143,144.981217,616 St Kilda Road MELBOURNE,VIC,2,3004,Unknown,,KX3P
304594,-37.822462,144.968848,Generic National Gallery 180 St Kilda Road SOUTH MELBOURNE,VIC,2,3205,Within 100 meters,,KX3P
304621,-37.821139,144.983595,Optus Site MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,12,KX3P
304648,-37.835607,144.944739,Town Hall 333 Bay Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304744,-37.815195,144.974409,Optus microcell - Cnr Spring St & Flinders St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304749,-37.839394,144.97611,431 St Kilda Rd Fawkner Towers MELBOURNE,VIC,2,3004,Within 100 meters,,KX3P
304799,-37.803273,144.950974,Cnr Queensberry & Leveson Sts NORTH MELBOURNE,VIC,2,3051,Within 10 meters,20,KX3P
304956,-37.841817,144.939112,Telstra Site Molly Blooms Hotel 39 Bay St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304958,-37.841473,144.934916,Telstra Site cnr Beach & Princes Sts PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304961,-37.837933,144.975014,Telstra Site Queens Lane between Kingsway & Arthur St MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304962,-37.834322,144.974658,Telstra Site cnr St Kilda Rd & Bowen Cres MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304963,-37.833312,144.921806,Telstra Site cnr Plummer & Smith Sts PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304965,-37.832034,144.935126,Telstra Site Port Melbourne CMTS 461 Williamstown Road PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304971,-37.823557,144.933371,Telstra Site Ingles St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
304973,-37.824128,144.98448,Telstra Site Yarra Park MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304974,-37.82308,144.9703,Telstra Site cnr St Kilda Rd & Linlithgow Ave MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304975,-37.822332,144.948288,Telstra Site near North Wharf & Charles Grimes Bridge Rds WEST MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304978,-37.822162,144.985442,Telstra Site Brunton Rd & MCG Gate 7 MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304979,-37.8217,144.974322,Telstra Site cnr Alexandra Ave & Linlithgow Ave MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
304980,-37.821256,144.953771,Telstra Site cnr Flinders St & Footscray Rd MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304981,-37.821013,144.976272,Telstra Site cnr Exhibition St & Batman Ave MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304982,-37.818293,144.959647,459 Collins Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304983,-37.818356,144.978957,Telstra Site cnr Jolimont Rd & Brunton Ave EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304984,-37.817999,144.968743,Telstra Site Federation Square cnr Flinders St & St Kilda Rd MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304986,-37.81565,144.973579,Telstra Site 32-42 Flinders St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304987,-37.814917,144.957241,Telstra Site Lt Bourke Street b/n King & William Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304990,-37.813639,144.966704,Telstra Site Bourke St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304991,-37.813468,144.962052,Telstra Site Lt Bourke Street b/n Queen & Elizabeth Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304992,-37.813515,144.970002,Telstra Site Lt Collins St b/n Exhibition & Russell Sts MELBOURNE,VIC,2,3000,Unknown,,KX3P
304993,-37.812752,144.972748,Telstra Site Little Collins St between Spring & Exhibition Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304994,-37.811522,144.969375,Telstra Site Lt Bourke Street b/n Russell & Exhibition Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304995,-37.810509,144.983828,Telstra Site cnr Albert & Clarendon Sts EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
304996,-37.808929,144.970581,Telstra Site Lt Lonsdale b/n Exhibition & Spring Sts MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
304997,-37.806626,144.962466,Telstra Site 501 Swanston St (level 16) MELBOURNE,VIC,2,3053,Within 10 meters,,KX3P
305030,-37.823719,144.919506,Holden 251 Salmon Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
305032,-37.826069,144.912284,HFV6 Bldg Todd Road PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
305043,-37.832204,144.956309,Rooftop Carpark Markets cnr Coventry & Cecil Sts SOUTH MELBOURNE,VIC,2,3205,Within 10 meters,,KX3P
305097,-37.830247,144.973463,Shrine of Rememberance St Kilda Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
305156,-37.819055,144.946425,Crn Piggot Street & Dockland Drive WEST MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305197,-37.830997,144.935186,578 Plummer St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
305198,-37.82933,144.922405,115 Salmon St PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
305220,-37.807995,144.963451,RMIT Building 12 Swanston St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305233,-37.797756,144.962824,Old Geology South Building Melbourne University Grattan Street PARKVILLE,VIC,2,3052,Within 10 meters,,KX3P
305273,-37.811837,144.958916,295 Queen Street MELBOURNE,VIC,2,3000,Within 10 meters,22,KX3P
305367,-37.81061,144.989733,52 Albert Street EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
305394,-37.815371,144.973076,8 Exhibition St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305420,-37.818963,144.959288,15 William Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305424,-37.835946,144.974728,Carpark 1 Queen Lane MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
305430,-37.812869,144.958661,535 Bourke Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305492,-37.803418,144.933423,7/88 Dynon Rd WEST MELBOURNE,VIC,2,3011,Within 10 meters,,KX3P
305501,-37.817951,144.960679,60 Market St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305546,-37.810086,144.948855,Aust Post 185 Rosslyn St WEST MELBOURNE,VIC,2,3003,Within 10 meters,,KX3P
305578,-37.854521,144.980584,83 Queens Road MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
305659,-37.827342,144.977463,Government House Government House Dve MELBOURNE,VIC,2,3141,Within 100 meters,14,KX3P
305669,-37.789243,144.938633,Chubb Building Racecourse Rd NORTH MELBOURNE,VIC,2,3051,Within 100 meters,5,KX3P
305695,-37.800678,144.941097,Raywood Constructions 199 Arden St NORTH MELBOURNE,VIC,2,3051,Within 10 meters,,KX3P
305720,-37.815669,144.959038,501 Bourke Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305723,-37.807656,144.961031,110 A`Beckett Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305765,-37.816876,144.96105,Carpark 380 Lonsdale St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305787,-37.830995,144.972421,2 Albert Road STH MELBOURNE,VIC,2,3141,Within 10 meters,,KX3P
305852,-37.84121,144.976857,470 St Kilda Road MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
305882,-37.808139,144.972214,S-E cnr Victoria Parade & Nicholson Street EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
305884,-37.815841,144.955966,27th Floor 600 Bourke St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
305887,-37.848455,144.979407,576 - 578 St Kilda Rd MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
306014,-37.812561,144.956511,277 William St MELBOURNE,VIC,2,3000,Unknown,,KX3P
306140,-37.838437,144.941638,147 Liardet Street PORT MELBOURNE,VIC,2,3207,Within 10 meters,,KX3P
306142,-37.818393,144.96847,Transport Hotel Cnr Swanston and Flinders Streets MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
306194,-37.818048,144.985064,Helicopters Commonwealth Games Precinct MELBOURNE,VIC,2,3002,Within 100 meters,1200,KX3P
306249,-37.818151,144.96081,BTS Site 38465D Treasure Funds House 50 Market Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
306263,-37.820055,144.924232,No.27 South Wharf Lorimer Street PORT MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
306283,-37.820536,144.982601,Level 2 Bay 26 Great Southern Stand - MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
306318,-37.819893,144.984482,Bay 3 Great Southern Stand - MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
306319,-37.818943,144.98428,Grocon Constructions - MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 100 meters,,KX3P
306321,-37.820421,144.982195,Western End Scoreboard - MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
306358,-37.820626,144.982553,Level 5 Bay 26 Great Southern Stand - MCG Brunton Avenue EAST MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
306383,-37.819506,144.978256,Temporary Broadcast Compound  Northern Car Park  Rod Laver Arena Batman Ave MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
34490,-37.823445,144.97098,The Gateway 312 St Kilda Road SOUTH MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
34603,-37.816299,144.95902,Telstra/Optus Site 114 William St MELBOURNE,VIC,2,3000,Unknown,,KX3P
34862,-37.839786,144.90576,No 1 East Webb Dock Williamstown Rd PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
35557,-37.837246,144.976965,417 St Kilda Rd MELBOURNE,VIC,2,3004,Unknown,,KX3P
36210,-37.813636,144.959287,Telstra Exchange 447 Lonsdale Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
36254,-37.806709,144.962066,Ansett HQ Swanston Street MELBOURNE,VIC,2,3053,Unknown,27,KX3P
36267,-37.8086,144.969795,Telstra Site 300 Exhibition St MELBOURNE,VIC,2,3000,Unknown,30,KX3P
37451,-37.820036,144.956191,Within area of MELBOURNE,VIC,2,3000,Unknown,,KX3P
37568,-37.814476,144.957821,Telstra Site 199 William St MELBOURNE,VIC,2,3000,Within 10 meters,18,KX3P
37789,-37.800337,144.953201,Telstra Site 168 Chetwynd St NORTH MELBOURNE,VIC,2,3051,Unknown,,KX3P
38758,-37.808627,144.969794,Telstra Site 300 Exhibition St MELBOURNE,VIC,2,3000,Unknown,,KX3P
38812,-37.810323,144.967818,150 Lonsdale Street MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
400391,-37.825267,144.983143,Optus/Vodafone Site Olympic Park Swan St MELBOURNE,VIC,2,3002,Within 100 meters,,KX3P
403081,-37.812137,144.973674,Parliament Station Spring St opp Little Collins Street MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
403085,-37.83633,144.91671,275 Williamstown Rd PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
403344,-37.810684,144.965763,Queen Victoria Project 210 Lonsdale St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
403555,-37.813498,144.969003,111 Little Collins St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
403665,-37.84483,144.931073,Tasmanian Ferry Terminal Station Pier PORT MELBOURNE,VIC,2,3207,Within 100 meters,,KX3P
403921,-37.804071,144.909212,99-111 Sims St WEST MELBOURNE,VIC,2,3011,Within 100 meters,,KX3P
404057,-37.811398,144.962166,250 Elizabeth St MELBOURNE,VIC,2,3000,Within 100 meters,,KX3P
404118,-37.814905,144.954913,225 King Street MELBOURNE,VIC,2,3000,Within 10 meters,16,KX3P
404315,-37.811372,144.958077,383 La Trobe St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
404546,-37.813155,144.975214,2 Treasury Place MELBOURNE,VIC,2,3002,Within 10 meters,,KX3P
404646,-37.81127,144.971438,16 Liverpool St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
404784,-37.814889,144.966046,Capitol Theatre 113 Swanston St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
404802,-37.816042,144.964935,267 Collins St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
404854,-37.818397,144.968278,Transport Hotel Federation Square Flinders Sts MELBOURNE,VIC,2,3004,Within 10 meters,,KX3P
404900,-37.81294,144.908246,42-52 Mackenzie Rd WEST MELBOURNE,VIC,2,3011,Within 10 meters,,KX3P
405026,-37.814391,144.95913,Pacific International Suites 471 Little Bourke St MELBOURNE,VIC,2,3000,Within 10 meters,,KX3P
