site,nei_site,distance,counts
405129,9011011,199,2
405129,9018584,154,2
461334,,17,99999
461423,,10,99999
461423,101381,161,78
461423,9026308,200,26
461423,9008334,191,24
461423,305882,188,8
461423,304047,194,4
501832,,84,99999
501940,,63,99999
502072,,70,99999
570397,,88,99999
570398,,16,99999
570398,304080,155,88
570455,101826,193,74
570457,,78,99999
570478,,154,99999
570478,9011372,197,154
570478,42940,189,2
570478,50674,182,2
9000304,9023405,167,98
9000304,48321,186,4
9000304,9012737,184,2
9000320,50673,167,6
9000320,134637,177,2
9000476,,3,99999
9000552,9017597,178,12
9000552,11600,174,6
9000552,9015396,156,4
9000552,11601,162,2
9000552,134554,184,2
9000552,134923,180,2
9000552,301658,157,2
9000973,,3,99999
9001037,141007,192,90
9001037,140934,156,9
9001037,9015181,176,6
9001289,,132,99999
9001289,9002458,164,132
9001289,303563,196,12
9001289,9002654,185,7
9001289,11593,172,6
9001289,301885,182,4
9001289,9024393,191,4
9001289,102174,150,2
9001289,135143,159,2
9001289,9022122,155,2
9001289,9026991,180,2
9001405,,103,99999
9001835,,2,99999
9001835,302981,185,69
9001835,9007332,186,2
9001856,50085,178,4
9001970,,56,99999
9001970,9013631,153,2
9001976,,138,99999
9002003,,84,99999
9002003,101280,167,46
9002052,135045,199,4
9002052,303074,157,2
9002053,206082,179,106
9002053,9017597,182,12
9002053,303625,170,8
9002053,304009,150,4
9002053,9017674,200,4
9002053,51746,177,2
9002053,9008787,186,2
9002053,9016459,191,2
9002053,9024203,183,2
9002195,,79,99999
9002195,300663,178,8
